SAMPLE_ID,TISSUE_ID,REGO,VOUCHER,ALTERNATIVE_ID,GENUS,SPECIES,UPDATED_SP,REGION,LOCATION,STATE,LAT,LON,VoucherNotes
CUMV_14845_Ct_calu,DLR0287,CU14845,CUMV_14845,CALUDLR0287,Ctenotus,calurus,nasutus,Australia,"Yamarna Stn, Western Australia",WA,-28.133,123.8667,NA
CUMV_14847_Ct_quat,DLR0526,CU14847,CUMV_14847,QUATDLR0526,Ctenotus,quattuordecimlineatus,quattuordecimlineatus,Australia,"Yamarna Stn, Western Australia",WA,-28.133,123.8667,NA
CUMV_14851_Ct_calu,DLR0261,CU14851,CUMV_14851,CALUDLR0261,Ctenotus,calurus,calurus,Australia,"Yamarna Stn, Western Australia",WA,-28.133,123.8667,NA
CUMV_14858_Ct_calu,DLR0118,CU14858,CUMV_14858,CALUDLR0118,Ctenotus,calurus,calurus,Australia,"Lorna Glen Stn, Western Australia",WA,-26.226,121.5575,NA
NA_ABTC03841_Ct_robu,ABTC03841,NA,no_voucher,ROBUA03841,Ctenotus,robustus,robustus,Australia,14k W Cooyar,QLD,-27,151.83,NA
NA_ABTC10487_Ct_broo,ABTC10487,NA,no_voucher,NA,Ctenotus,brooksi,brooksi,Australia,Officer Basin,WA,-29.96667,123.7667,NA
NA_ABTC10494_Le_muel,ABTC10494,NA,no_voucher,NA,Lerista,muelleri,muelleri,Australia,Officer Basin,WA,-29.96667,123.7667,NA
NA_ABTC10512_Ct_leae,ABTC10512,NA,no_voucher,NA,Ctenotus,leae,leae,Australia,Officer Basin,WA,-29.96667,123.7667,NA
NA_ABTC10961_An_plut,ABTC10961,NA,no_voucher,NA,Anomalopus,pluto,pluto,Australia,15k E Heathlands,QLD,-11.8,142.6,NA
NA_ABTC111268_Le_punc,ABTC111268,No voucher,no_voucher,NA,Lerista,punctatovittata,punctatovittata,Australia,2.97k E Tourilie Hill  Caroona Creek Conservation Park,SA,-33.41222,139.1317,NA
NA_ABTC113741_Ct_saxa,ABTC113741,NA,no_voucher,NA,Ctenotus,saxatilis,lateralis,Australia,23.5k NE Alderley Homestead,QLD,-22.385,139.8564,NA
NA_ABTC113759_Le_emmo,ABTC113759,NA,no_voucher,NA,Lerista,emmotti,emmotti,Australia,7.9k NE Noonbah Homestead,QLD,-24.05056,143.2267,NA
NA_ABTC113798_Ct_scho,ABTC113798,NA,no_voucher,NA,Ctenotus,schomburgkii,schomburgkii,Australia,3.4k NNE Noonbah Homestead,QLD,-24.08083,143.1983,NA
NA_ABTC113871_Er_rich,ABTC113871,NA,no_voucher,NA,Eremiascincus,richardsonii,richardsonii,Australia,4.4k S Mount Howitt Homestead,QLD,-26.55333,142.2689,NA
NA_ABTC113879_Ct_stra,ABTC113879,NA,no_voucher,NA,Ctenotus,strauchii,strauchii,Australia,4.9k NW old Lochern Homestead site,QLD,-24.09389,143.3081,NA
NA_ABTC113893_Le_timi,ABTC113893,NA,no_voucher,NA,Lerista,timida,timida,Australia,Arima Homestead ruins,QLD,-26.51444,142.3661,NA
NA_ABTC113897_Ct_hebe,ABTC113897,NA,no_voucher,NA,Ctenotus,hebetior,hebetior,Australia,"5.3k SW Ballards tank, Plevna Downs",QLD,-26.76278,142.5239,NA
NA_ABTC113898_Ct_stra,ABTC113898,NA,no_voucher,NA,Ctenotus,strauchii,strauchii,Australia,"5.3k SW Ballards tank, Plevna Downs",QLD,-26.76278,142.5239,NA
NA_ABTC12574_Le_dese,ABTC12574,NA,no_voucher,NA,Lerista,desertorum,desertorum,Australia,Bagot Creek  Watarrka NP,NT,-24.36667,131.8,NA
NA_ABTC125975_Ct_allo,ABTC125975,SAMAR,no_voucher,NA,Ctenotus,allotropis,allotropis,Australia,see Stephen Mahony for data,QLD,NA,NA,NA
NA_ABTC12607_Ct_broo,ABTC12607,NA,no_voucher,NA,Ctenotus,brooksi,brooksi,Australia,28k S Kings Creek HS,NT,-24.66667,131.8333,NA
NA_ABTC12623_Ct_scho,ABTC12623,NA,no_voucher,NA,Ctenotus,schomburgkii,schomburgkii,Australia,Kings Creek Station,NT,-24.43333,131.8167,NA
NA_ABTC137716_Gl_darw,NA,ABTC137716,NA,ABTC137716,Glaphyromorphus,darwiniensis,darwiniensis,Australia,NA,NA,-12.45,130.8333,NA
NA_ABTC31797_Ct_saxa,ABTC31797,NA,no_voucher,SAXAA31797,Ctenotus,saxatilis,inornatus,Australia,"Log Cabin Dam, MacDonnell Ranges",NT,-23.8,133.2,NA
NA_ABTC32202_Op_ophi,ABTC32202,NA,no_voucher,NA,Ophioscincus,ophioscincus,ophioscincus,Australia,Bulburin SF,QLD,-24.722821,151.612901,NA
NA_ABTC60734_No_orna,ABTC60734,NA,no_voucher,NA,Notoscincus,ornatus,ornatus,Australia,30k SW Sangster's Bore,NT,-21.03,130.1,NA
NA_ABTC60781_Ct_hele,ABTC60781,NA,no_voucher,HELEA60781,Ctenotus,helenae,inornatus,Australia,30km SW Sangster's Bore,NT,-20.83,130.42,NA
NA_ABTC61569_Ct_robu,ABTC61569,R130167,no_voucher,ROBUA61569,Ctenotus,robustus,spaldingi,Australia,Smith's Lake,NSW,-32.4,152.5,NA
NA_ABTC67708_No_orna,ABTC67708,NA,no_voucher,NA,Notoscincus,ornatus,ornatus,Australia,Katherine R,NT,-13.79,133.09,NA
NA_ABTC86833_Ct_regi,ABTC86833,No voucher,no_voucher,NA,Ctenotus,regius,regius,Australia,Nowingi,VIC,-34.58333,142.2167,NA
NA_ABTC87108_He_init,ABTC87108,No voucher,no_voucher,NA,Hemiergis,initialis,initialis,Australia,14.9k E Pidinga Tank,SA,-30.87139,132.2631,NA
NA_ABTC89250_Ct_broo,ABTC89250,NA,no_voucher,NA,Ctenotus,brooksi,euclae,Australia,Munyaroo CP,SA,-33.37139,137.1769,NA
NA_ABTC89288_Le_muel,ABTC89288,NA,no_voucher,NA,Lerista,muelleri,muelleri,Australia,9k SSW Moonabie HS,SA,-33.34583,137.2219,NA
NA_AMR130075_Eu_kosc,NA,ABTC1170,NA,AMR130075,Eulamprus,kosciuskoi,kosciuskoi,Australia,Gloucester Falls,NSW,-32.1,151.583,NA
NA_AMR133136_Eu_heat,NA,ABTC1201,NA,AMR133136,Eulamprus,heatwolei,heatwolei,Australia,Kanangra-Boyd NP,NSW,-33.466,150.05,NA
NA_AMSR122942_Sa_equa,NA,ABTC14576,NA,AMSR122942,Saiphos,equalis,equalis,Australia,Nundle,NSW,-31.566,151.25,NA
NA_AMSR122960_Eu_kosc,NA,ABTC14221,NA,AMSR122960,Eulamprus,kosciuskoi,kosciuskoi,Australia,Marengo SF,NSW,-30.116,152.416,NA
NA_CCM0044_Ct_euta,NA,NA,no_voucher,NA,Ctenotus,eutaenius,robustus,Australia,NA,QLD,-19.13263,146.86902,NA
NA_CCM0090_Ct_late,NA,NA,no_voucher,NA,Ctenotus,lateralis,lateralis,Australia,COBB GORGE - COBB12,QLD,-18.82119,143.40658,NA
NA_CCM0334_Le_sp,NA,NA,no_voucher,NA,Lerista,sp,sp,Australia,HELLS GATE ROADHOUSE TIP,QLD,-17.45403,138.35869,NA
NA_CCM0535_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,superciliaris,Australia,Vic River Region Escarpment Walk,NT,-15.61091,131.11597,NA
NA_CCM0750_Ct_haly,NA,NA,no_voucher,NA,Ctenotus,halysis,halysis,Australia,Old Mitchell Road,WA,-15.1276,126.1352,NA
NA_CCM0751_Ct_haly,NA,NA,no_voucher,NA,Ctenotus,halysis,halysis,Australia,Old Mitchell Road,WA,-15.1276,126.1352,NA
NA_CCM0753_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,mastigura,Australia,Old Mitchell Road,WA,-15.1393,126.1571,NA
NA_CCM0766_Le_kalu,NA,NA,no_voucher,NA,Lerista,kalumburu,kalumburu,Australia,Old Mitchell Road,WA,-15.1283,126.1393,NA
NA_CCM0804_Ct_haly,NA,NA,no_voucher,NA,Ctenotus,halysis,halysis,Australia,Old Mitchell - Q5,WA,-15.1328,126.1478,NA
NA_CCM0816_Ct_haly,NA,NA,no_voucher,NA,Ctenotus,halysis,halysis,Australia,Old Mitchell - Q5,WA,-15.1328,126.1478,NA
NA_CCM0817_Ct_haly,NA,NA,no_voucher,NA,Ctenotus,halysis,halysis,Australia,Old Mitchell - Q5,WA,-15.1328,126.1478,NA
NA_CCM0820_Ct_haly,NA,NA,no_voucher,NA,Ctenotus,halysis,halysis,Australia,Old Mitchell - Q6,WA,-15.1361,126.1523,NA
NA_CCM0823_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,mastigura,Australia,Carson escarpment - TD1,WA,-15.3383,126.5917,NA
NA_CCM0830_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,mastigura,Australia,Carson escarpment - near camp,WA,-15.3394,126.5893,NA
NA_CCM0847_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,mastigura,Australia,Old Mitchell - Q5,WA,-15.1328,126.1478,NA
NA_CCM0848_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,inornatus,Australia,Spring Creek - SS2,WA,-15.2002,125.9067,NA
NA_CCM0849_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,mastigura,Australia,Spring Creek - SS2,WA,-15.2002,125.9067,NA
NA_CCM0850_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,mastigura,Australia,Spring Creek - SS1,WA,-15.1989,125.9035,NA
NA_CCM0946_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,mastigura,Australia,"King Ed Riv Theda, campsite, 30km N of Homestead",WA,-14.51903,126.45811,NA
NA_CCM0947_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,mastigura,Australia,"Baitbox Hill, Theda, site 7, 10km N of HS",WA,-14.73119,126.46005,NA
NA_CCM0956_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,robustus,Australia,"Baitbox Hill, Theda, site 2, 10km N of HS",WA,-14.75187,126.47722,NA
NA_CCM0978_Ct_deca,NA,NA,no_voucher,NA,Ctenotus,decaneurus,decaneurus,Australia,"Baitbox Hill, Theda, site 8, 10km N of HS",WA,-14.73666,126.46609,NA
NA_CCM0980_Ct_mast,NA,NA,no_voucher,NA,Ctenotus,mastigura,mastigura,Australia,"Baitbox Hill, Theda, site 3, 10km N of HS",WA,-14.74225,126.46691,NA
NA_CCM1006_Ct_ehma,NA,NA,no_voucher,NA,Ctenotus,ehmanni,ehmanni,Australia,"Mud Springs, Site 1 Sandstone, 20km SW Theda HS",WA,-14.88556,126.35986,NA
NA_CCM1013_Ct_ehma,NA,NA,no_voucher,NA,Ctenotus,ehmanni,ehmanni,Australia,"Mud Springs, Site 1 Sandstone, 20km SW Theda HS",WA,-14.88556,126.35986,NA
NA_CCM1061_Ct_sp,NA,NA,no_voucher,NA,Ctenotus,sp,mastigura,Australia,Gibb River Camp,WA,-16.0969,126.5112,NA
NA_CCM1203_Le_sp,NA,NA,no_voucher,NA,Lerista,sp,sp,Australia,Theda Cypress Valley,WA,-14.8017,126.5063,NA
NA_CCM1206_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,mastigura,Australia,Mitchell Plateau  Surveyors Pool,WA,-14.671,125.733,NA
NA_CCM1249_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,inornatus,Australia,Silent Grove ranger station,WA,-17.06662,125.2501,NA
NA_CCM1388_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,robustus,Australia,Potts riparian,WA,-16.4927,125.3447,NA
NA_CCM1389_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,robustus,Australia,Potts Black soil,WA,-16.4668,125.3723,NA
NA_CCM1390_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,mastigura,Australia,Grevillea gorge,WA,-16.49954,125.33637,NA
NA_CCM1409_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,robustus,Australia,Potts Black soil,WA,-16.4668,125.3723,NA
NA_CCM1412_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,robustus,Australia,Potts riparian,WA,-16.494,125.3417,NA
NA_CCM1415_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,robustus,Australia,Potts riparian campsite,WA,-16.4894,125.3518,NA
NA_CCM1424_Ct_ehma,NA,NA,no_voucher,NA,Ctenotus,ehmanni,ehmanni,Australia,Potts woodland,WA,-16.4984,125.3554,NA
NA_CCM1425_Ct_ehma,NA,NA,no_voucher,NA,Ctenotus,ehmanni,ehmanni,Australia,Potts riparian,WA,-16.494,125.3417,NA
NA_CCM1444_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,inornatus,Australia,Chamberlain valley woodland,WA,-17.2932,127.2175,NA
NA_CCM1445_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,inornatus,Australia,Chamberlain valley riparian,WA,-17.2923,127.172,NA
NA_CCM1470_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,rhabdotus,Australia,Chamberlain valley woodland,WA,-17.2974,127.1902,NA
NA_CCM1529_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,mastigura,Australia,Hahn River rocks,WA,-16.81627,126.07679,NA
NA_CCM1530_Ct_robu,NA,NA,no_voucher,NA,Ctenotus,robustus,inornatus,Australia,Police Valley site,WA,-16.82743,126.21642,NA
NA_CCM1579_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,mastigura,Australia,Barnett River Gorge,WA,-16.53559,126.12857,NA
NA_CCM1580_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,inornatus,Australia,Police valley camp,WA,-16.83117,126.22814,NA
NA_CCM1582_Le_bore,NA,NA,no_voucher,NA,Lerista,borealis,robustus,Australia,Adcock camp,WA,-16.90517,125.76093,NA
NA_CCM1710_Ct_inor,NA,NA,no_voucher,NA,Ctenotus,inornatus,inornatus,Australia,Willeroo station tip,NT,-15.29606,131.58511,NA
NA_CCM1889_Ct_pant,CCM1889,NA,NA,NA,Ctenotus,pantherinus,pantherinus,Australia,Ross River Caves,NT,-23.57577,134.40547,NA
NA_CCM1955_Ct_leon,CCM1955,NA,NA,NA,Ctenotus,leonhardii,leonhardii,Australia,Barrow Creek,NT,-21.53197,133.88919,NA
NA_CCM1969_Ct_vert,CCM1969,NA,NA,NA,Ctenotus,vertebralis,vertebralis,Australia,Kakadu fire plot 14,NT,-13.73105,132.77112,NA
NA_CCM1971_Ct_vert,CCM1971,NA,NA,NA,Ctenotus,vertebralis,vertebralis,Australia,Kakadu fire plot 14B,NT,-13.73099,132.76811,NA
NA_CCM2279_Ct_essi,CCM2279,NA,NA,NA,Ctenotus,essingtonii,coggeri,Australia,Kakadu fire plot 27B,NT,-13.94383,132.90365,NA
NA_CCM2281_Ct_cogg,CCM2281,NA,NA,NA,Ctenotus,coggeri,coggeri,Australia,Kakadu fire plot 27,NT,-13.94278,132.90286,NA
NA_CCM2292_Ct_inor,CCM2292,NA,NA,NA,Ctenotus,inornatus,superciliaris,Australia,Kakadu fire plot 27,NT,-13.94278,132.90286,NA
NA_CCM2294_Ct_essi,CCM2294,NA,NA,NA,Ctenotus,essingtonii,coggeri,Australia,Kakadu fire plot 27,NT,-13.94278,132.90286,NA
NA_CCM2315_Ct_vert,CCM2315,NA,NA,NA,Ctenotus,vertebralis,vertebralis,Australia,Kakadu fire plot 65B,NT,-13.35254,132.98538,NA
NA_CCM2339_Ct_essi,CCM2339,NA,NA,NA,Ctenotus,essingtonii,coggeri,Australia,Kakadu fire plot 29,NT,-13.28165,132.84531,NA
NA_CCM2343_Ct_vert,CCM2343,NA,NA,NA,Ctenotus,vertebralis,vertebralis,Australia,Kakadu fire plot 66B,NT,-13.222821,132.851348,NA
NA_CCM2497_Ct_spal,CCM2497,NA,NA,NA,Ctenotus,spaldingi,spaldingi,Australia,Kakadu fire plot 133B,NT,-13.74413,132.62437,NA
NA_CCM2518_Ct_vert,CCM2518,NA,NA,NA,Ctenotus,vertebralis,superciliaris,Australia,Kakadu fire plot 26,NT,-13.3518,132.47234,NA
NA_CCM2519_Ct_vert,CCM2519,NA,NA,NA,Ctenotus,vertebralis,vertebralis,Australia,Kakadu fire plot 26B,NT,-13.35304,132.47475,NA
NA_CCM2549_Ct_vert,CCM2549,NA,NA,NA,Ctenotus,vertebralis,vertebralis,Australia,Kakadu fire plot 61,NT,-13.04404,132.93799,NA
NA_CCM2556_Ct_cogg,CCM2556,NA,NA,NA,Ctenotus,coggeri,coggeri,Australia,Kakadu fire plot 126A,NT,-12.99579,132.93111,NA
NA_CCM2565_Ct_vert,CCM2565,NA,NA,NA,Ctenotus,vertebralis,superciliaris,Australia,Kakadu fire plot 126,NT,-12.99761,132.93274,NA
NA_CCM2756_Ct_pant,CCM2756,NA,NA,NA,Ctenotus,pantherinus,pantherinus,Australia,"Barry Cave, Barkly Highway",NT,-20.0486,136.67242,NA
NA_CCM2866_Ct_robu,CCM2866,NA,NA,NA,Ctenotus,robustus,robustus,Australia,Bluebush SV08 Mornington,WA,-17.55431,126.16461,NA
NA_CCM3739_Ct_inor,CCM3739,NA,NA,NA,Ctenotus,inornatus,inornatus,Australia,Groote Eyland,NT,-13.905772,136.820635,NA
NA_CCM3869_Ct_inor,CCM3869,NA,NA,NA,Ctenotus,inornatus,superciliaris,Australia,Ngangkan,NT,-12.553874,134.028979,NA
NA_CCM3915_Ct_vert,CCM3915,NA,NA,NA,Ctenotus,vertebralis,vertebralis,Australia,Kamarrkawarn,NT,-12.60789,134.02547,NA
NA_CCM3982_Ct_essi,CCM3982,NA,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,NA,NT,-11.27384,132.36325,NA
NA_CCM4743_Ct_vert,NA,CCM4743,NA,NA,Ctenotus,vertebralis,storri,Australia,Litchfield NP Old tabletop track,NA,-13.11195,130.71808,NA
NA_CCM4823_Ct_stor,NA,CCM4823,NA,NA,Ctenotus,storri,storri,Australia,"Litchfield NP Lost city track, 2.4km from park rd",NA,-13.17201,130.77732,NA
NA_CCM4824_Ct_stor,NA,CCM4824,NA,NA,Ctenotus,storri,storri,Australia,"Litchfield NP Lost city track, 2.4km from park rd",NA,-13.17201,130.77732,NA
NA_CCM4853_Ct_essi,NA,CCM4853,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,"Litchfield NP Lost city track, 2.4km from park rd",NA,-13.17201,130.77732,NA
NA_CCM4867_Ct_stor,NA,CCM4867,NA,NA,Ctenotus,storri,storri,Australia,"Litchfield NP Tableland Ck track, 4.6km along",NA,-13.49855,130.86745,NA
NA_CCM4920_Ct_essi,NA,CCM4920,NA,NA,Ctenotus,essingtonii,inornatus,Australia,"Edith Falls campsite, Nitmaluk NP",NA,-14.17983,132.18614,NA
NA_CCM5043_Ct_essi,NA,CCM5043,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,Mary River site Corner,NA,-12.71794,131.82448,NA
NA_CCM5044_Ct_essi,NA,CCM5044,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,Mary River site SCK,NA,-12.72335,131.71735,NA
NA_CCM5466_Ct_vert,NA,CCM5466,NA,NA,Ctenotus,vertebralis,vertebralis,Australia,"Pitfall site 14, Nitmiluk NP",NA,-14.032029,132.306935,NA
NA_CCM5477_Ct_vert,NA,CCM5477,NA,NA,Ctenotus,vertebralis,spaldingi,Australia,"Site 14 elliott trap, Nitmiluk NP",NA,-14.032029,132.306935,NA
NA_CCM5506_Ct_deca,NA,CCM5506,NA,NA,Ctenotus,decaneurus,decaneurus,Australia,"Site 25B, Nitmiluk NP",NA,-14.016912,132.274223,NA
NA_CCM6122_Ct_essi,NA,CCM6122,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,"Litchfield NP Old tabletop track, 3.5km north of park road",NA,-13.13918,130.76746,NA
NA_CCM6150_Ct_essi,NA,CCM6150,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,"Litchfield NP 1km south Buley Rockhole turnoff, Florence Falls Rd",NA,-13.11365,130.79283,NA
NA_CCM6334_Ct_deca,NA,CCM6334,NA,NA,Ctenotus,decaneurus,decaneurus,Australia,MT Valley,NA,-14.13549,133.84216,NA
NA_CCM6337_Ct_deca,NA,CCM6337,NA,NA,Ctenotus,decaneurus,decaneurus,Australia,MT Valley,NA,-14.13549,133.84216,NA
NA_CCM6484_Ct_deca,NA,CCM6484,NA,NA,Ctenotus,decaneurus,storri,Australia,Litchfield NP Daly/ River Road,NA,-13.52229,130.83438,NA
NA_CCM6499_Ct_essi,NA,CCM6499,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,Bukalotjni Lookout,NA,-14.26237,133.49582,NA
NA_DLR0038_Ct_pant,DLR0038,NA,no_voucher,NA,Ctenotus,pantherinus,pantherinus,Australia,"Lorna Glen Stn, Western Australia",WA,-26.226,121.5575,NA
NA_DLR0053_Ct_pant,DLR0053,NA,no_voucher,NA,Ctenotus,pantherinus,pantherinus,Australia,"Lorna Glen Stn, Western Australia",WA,-26.226,121.5575,NA
NA_DLR0176_Ct_pant,DLR0176,NA,no_voucher,NA,Ctenotus,pantherinus,pantherinus,Australia,"Lorna Glen Stn, Western Australia",WA,-26.226,121.5575,NA
NA_DLR0504_Le_bipe,DLR0504,NA,no_voucher,NA,Lerista,bipes,bipes,Australia,"Yamarna Stn, Western Australia",WA,-28.133,123.8667,NA
NA_DLR0505_Le_bipe,DLR0505,NA,no_voucher,NA,Lerista,bipes,bipes,Australia,"Yamarna Stn, Western Australia",WA,-28.133,123.8667,NA
NA_DLR0506_Le_bipe,DLR0506,NA,no_voucher,NA,Lerista,bipes,bipes,Australia,"Yamarna Stn, Western Australia",WA,-28.133,123.8667,NA
NA_DLR0549_Ct_broo,DLR0549,NA,no_voucher,NA,Ctenotus,brooksi,brooksi,Australia,"Yamarna Stn, Western Australia",WA,-28.133,123.8667,NA
NA_K014_Ct_stor,K014,NA,NA,NA,Ctenotus,storri,storri,Australia,"Kapalga, KNP",NT,-12.686393,132.415559,NA
NA_K015_Ct_stor,K015,NA,NA,NA,Ctenotus,storri,storri,Australia,"Kapalga, KNP",NT,-12.647563,132.360069,NA
NA_K021_Ct_essi,K021,NA,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,"Kapalga, KNP",NT,-12.686393,132.415559,NA
NA_K073_Ct_essi,K073,NA,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,"Kapalga, KNP",NT,-12.622292,132.36544,NA
NA_NEB008_Ct_essi,NEB008,NA,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,Bathurst Island NE,NT,-11.51146,130.344433,NA
NA_NMVD62100_Eu_heat,NA,ABTC40910,NA,NMVD62100,Eulamprus,heatwolei,heatwolei,Australia,Freestone Creek,VIC,-37.7333,147.133,NA
NA_NTMR21035_Gl_darw,NA,ABTC28995,NA,NTMR21035,Glaphyromorphus,darwiniensis,darwiniensis,Australia,Smith Point,NT,-11.133,132.167,NA
NA_NTMR22882_Er_doug,NA,ABTC29987,NA,NTMR22882,Eremiascincus,douglasi,douglasi,Australia,"Goose Creek, Melville Island",NT,-11.505,130.903,NA
NA_NTMR22883_Gl_darw,NA,ABTC29988,NA,NTMR22883,Glaphyromorphus,darwiniensis,darwiniensis,Australia,"Goose Creek, Melville Island",NT,-11.505,130.903,NA
NA_PMO179_Ct_pant,PMO179,NA,NA,NA,Ctenotus,pantherinus,pantherinus,Australia,Near Wire Springs,WA,-17.701166,125.14022,NA
NA_QMJ46108_Ca_scut,NA,ABTC3937,NA,QMJ46108,Calyptotis,scutirostrum,scutirostrum,Australia,NA,NA,-27.416667,152.866667,NA
NA_QMJ86188_Co_tenu,NA,ABTC100164,NA,QMJ86188,Concinnia,tenuis,tenuis,Australia,NA,NA,-24.509361,151.274776,NA
NA_QMJ86191_Ca_scut,NA,ABTC100166,NA,QMJ86191,Calyptotis,scutirostrum,scutirostrum,Australia,"Southern slopes of Mount Robert, Dawes NP",NA,-24.514805,151.277169,NA
NA_QMJ91667_Co_tenu,NA,ABTC127687,NA,QMJ91667,Concinnia,tenuis,tenuis,Australia,"~1k S Phillipies Landing Road, Targinie",NA,-23.754267,151.11513,NA
NA_QMJ92006_Co_tenu,NA,ABTC127780,NA,QMJ92006,Concinnia,tenuis,tenuis,Australia,"Opposite the corner of Power Road and Dixon Road, Mooloolah River National Park, Buderim",NA,-26.707185,153.072293,NA
NA_SAMAR26365_He_init,NA,ABTC40722,NA,SAMAR26365,Hemiergis,initialis,initialis,Australia,NW Penong,SA,-31.53,132.3142,NA
NA_SAMAR33634_Eu_kosc,NA,ABTC3764,NA,SAMAR33634,Eulamprus,kosciuskoi,kosciuskoi,Australia,SPRING CREEK,NSW,-30.48,152.33,NA
NA_SAMAR39339_He_mill,NA,ABTC34602,NA,SAMAR39339,Hemiergis,millewae,millewae,Australia,14k SW Taplan,SA,-34.6389,140.7808,NA
NA_SAMAR39456_He_pero,NA,ABTC34580,NA,SAMAR39456,Hemiergis,peronii,peronii,Australia,5k NE Midway,SA,-35.76,139.72,NA
NA_SAMAR45600_He_init,NA,ABTC35153,NA,SAMAR45600,Hemiergis,initialis,initialis,Australia,Euria Rockhole,SA,-31.58,132.85,NA
NA_SAMAR53585_Eu_heat,NA,ABTC94845,NA,SAMAR53585,Eulamprus,heatwolei,heatwolei,Australia,1.6k W Spring Mount,SA,-35.4397,138.5239,NA
NA_SAMAR67451_He_mill,NA,ABTC138457,NA,SAMAR67451,Hemiergis,millewae,millewae,Australia,5.9 km ENE Hiltaba Homestead,SA,-32.1308,135.1231,NA
NA_YMR74_Ct_essi,NA,YMR74,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,"Warrpani Men's Camp, Parson's Range",NA,-13.904458,135.091265,NA
NA_YMR77_Ct_essi,NA,YMR77,NA,NA,Ctenotus,essingtonii,essingtonii,Australia,"Warrpani Men's Camp, Parson's Range",NA,-13.761734,135.185793,NA
NMVD_67682_Ct_saxa,ABTC09987,NMVD67682,NMVD_67682,SAXAA09987,Ctenotus,saxatilis,inornatus,Australia,Ormiston,NT,-23.7,132.7,NA
NMVD_67793_Ct_leae,ABTC10009,NA,NMVD_67793,NA,Ctenotus,leae,leae,Australia,Finke River,NT,-24.0425,132.706,NA
NTMR_13503_Ct_saxa,ABTC28062,NTM13503,NTMR_13503,SAXAA28062,Ctenotus,saxatilis,superciliaris,Australia,Victoria R. Gregory NP.,NT,-16.823,130.42,NA
NTMR_13629_Ct_gree,ABTC61693,NTM13629,NTMR_13629,GREEA61693,Ctenotus,greeri,greeri,Australia,Elliot,NT,-17.617,133.517,NA
NTMR_13717_Ct_essi,ABTC28272,NTMR13717,NTMR_13717,NA,Ctenotus,essingtonii,essingtonii,Australia,Swim Creek,NT,-12.575,131.825,NA
NTMR_13838_Ct_bore,ABTC28390,NTM13838,NTMR_13838,BOREA28390,Ctenotus,robustus,robustus,Australia,Kakadu NP,NT,-13.03,132.43,NA
NTMR_14915_No_orna,ABTC14661,NTM14915,NTMR_14915,NA,Notoscincus,ornatus,ornatus,Australia,"Sangster's Bore, Tanami desert",NT,-20.867,130.267,NA
NTMR_14947_Ct_calu,ABTC14658,NA,NTMR_14947,NA,Ctenotus,calurus,calurus,Australia,Sangster's Bore  Tanami desert,NT,-20.867,130.267,NA
NTMR_16195_Ct_vert,ABTC28532,NTM16195,NTMR_16195,VERTA28532,Ctenotus,vertebralis,vertebralis,Australia,Nungbalgarri Creek,NT,-11.95,134,NA
NTMR_16340_Ct_inor,ABTC28499,NTM16340,NTMR_16340,INORA28499,Ctenotus,inornatus,superciliaris,Australia,Wave Hill Stn,NT,-17.3,131,NA
