SNP,miss_prop
V3625,0.05
V3626,0.32
V3627,0.15
V3628,0.21
V3629,0.38
V3630,0.38
V3631,0.29
V3632,0.33
V3633,0.79
V3634,0.25
V3635,0.37
V3636,0.15
V3637,0.15
V3638,0.04
V3639,0.84
V3640,0.23
V3641,0.05
V3642,0.11
V3643,0.23
V3644,0.19
V3645,0.34
V3646,0.1
V3647,0.36
V3648,0.29
V3649,0.19
V3650,0.38
V3651,0.29
V3652,0.33
V3653,0.59
V3654,0.21
V3655,0.22
V3656,0.08
V3657,0.82
V3658,0.15
V3659,0.08
V3660,0.81
V3661,0.37
V3662,0.81
V3663,0.96
V3664,0.12
V3665,0.4
V3666,0.37
V3667,0.29
V3668,0.32
V3669,0.11
V3670,0.19
V3671,0.23
V3672,0.32
V3673,0.89
V3674,0.89
V3675,0.38
V3676,0.34
V3677,0.11
V3678,0.15
V3679,0.23
V3680,0.12
V3681,0.05
V3682,0.36
V3683,0.36
V3684,0.16
V3685,0.04
V3686,0.86
V3687,0.29
V3688,0.14
V3689,0
V3690,0.29
V3691,0.07
V3692,0.15
V3693,0.34
V3694,0.38
V3695,0.22
V3696,0.23
V3697,0.22
V3698,0.12
V3699,0.4
V3700,0.14
V3701,0.21
V3702,0.25
V3703,0.25
V3704,0.12
V3705,0.29
V3706,0.32
V3707,0.25
V3708,0.19
V3709,0.19
V3710,0.75
V3711,0.29
V3712,0.3
V3713,0.18
V3714,0.34
V3715,0.23
V3716,0.12
V3717,0.21
V3718,0.29
V3719,0.26
V3720,0.84
V3721,0.29
V3722,0.26
V3723,0.26
V3724,0.19
V3725,0.86
V3726,0.04
V3727,0.38
V3728,0.38
V3729,0.81
V3730,0.84
V3731,0.05
V3732,0.4
V3733,0.81
V3734,0.86
V3735,0.78
V3736,0.37
V3737,0.22
V3738,0.79
V3739,0.89
V3740,0.18
V3741,0.84
V3742,0.21
V3743,0.1
V3744,0.84
V3745,0.27
V3746,0.41
V3747,0.25
V3748,0.32
V3749,0.34
V3750,0.15
V3751,0.37
V3752,0.85
V3753,0.34
V3754,0.33
V3755,0.34
V3756,0.29
V3757,0.82
V3758,0.22
V3759,0.81
V3760,0.81
V3761,0.34
V3762,0.08
V3763,0.38
V3764,0.96
V3765,0.11
V3766,0.29
V3767,0.25
V3768,0.26
V3769,0.15
V3770,0.1
V3771,0.26
V3772,0.18
V3773,0.38
V3774,0.88
V3775,0.38
V3776,0.22
V3777,0.4
V3778,0.36
V3779,0.16
V3780,0.88
V3781,0.81
V3782,0.38
V3783,0.88
V3784,0.79
V3785,0.29
V3786,0.32
V3787,0.14
V3788,0.21
V3789,0.22
V3790,0.88
V3791,0.15
V3792,0.15
V3793,0.84
V3794,0.08
V3795,0.32
V3796,0.3
V3797,0.16
V3798,0.14
V3799,0.16
V3800,0.84
V3801,0.45
V3802,0.21
V3803,0.1
V3804,0.4
V3805,0.82
V3806,0.3
V3807,0.37
V3808,0.11
V3809,0.18
V3810,0.07
V3811,0.41
V3812,0.79
V3813,0.82
V3814,0.22
V3815,0.01
V3816,0.11
V3817,0.96
V3818,0.3
V3819,0.18
V3820,0.84
V3821,0.32
V3822,0.34
V3823,0.04
V3824,0.22
V3825,0.12
V3826,0.12
V3827,0.18
V3828,0.12
V3829,0.96
V3830,0.14
V3831,0.36
V3832,0.22
V3833,0.38
V3834,0.15
V3835,0.97
V3836,0.04
V3837,0.33
V3838,0.79
V3839,0.79
V3840,0.36
V3841,0.22
V3842,0.29
V3843,0.22
V3844,0.32
V3845,0.18
V3846,0.85
V3847,0.15
V3848,0.37
V3849,0.93
V3850,0.22
V3851,0.38
V3852,0.27
V3853,0.11
V3854,0.16
V3855,0.38
V3856,0.34
V3857,0.23
V3858,0.15
V3859,0.4
V3860,0.04
V3861,0.21
V3862,0.88
V3863,0.11
V3864,0.19
V3865,0.37
V3866,0.18
V3867,0.21
V3868,0.81
V3869,0.23
V3870,0.95
V3871,0.26
V3872,0.38
V3873,0.81
V3874,0.11
V3875,0.41
V3876,0.81
V3877,0.12
V3878,0.4
V3879,0.25
V3880,0.05
V3881,0.37
V3882,0.79
V3883,0.04
V3884,0.34
V3885,0.32
V3886,0.3
V3887,0.04
V3888,0.14
V3889,0.42
V3890,0.33
V3891,0.38
V3892,0.08
V3893,0.81
V3894,0.1
V3895,0.37
V3896,0.18
V3897,0.3
V3898,0.73
V3899,0.81
V3900,0.22
V3901,0.81
V3902,0.29
V3903,0.36
V3904,0.18
V3905,0.89
V3906,0.4
V3907,0.25
V3908,0.36
V3909,0.26
V3910,0.04
V3911,0.22
V3912,0.15
V3913,0.29
V3914,0.12
V3915,0.19
V3916,0.25
V3917,0.18
V3918,0.01
V3919,0.12
V3920,0.18
V3921,0.27
V3922,0.12
V3923,0.11
V3924,0.37
V3925,0.82
V3926,0.81
V3927,0.32
V3928,0.33
V3929,0.25
V3930,0.36
V3931,0.36
V3932,0.15
V3933,0.38
V3934,0.1
V3935,0.34
V3936,0.08
V3937,0.1
V3938,0.79
V3939,0.36
V3940,0.1
V3941,0.12
V3942,0.15
V3943,0.34
V3944,0.23
V3945,0.79
V3946,0.26
V3947,0.32
V3948,0.18
V3949,0.15
V3950,0.05
V3951,0.11
V3952,0.21
V3953,0.23
V3954,0.1
V3955,0.12
V3956,0.36
V3957,0.1
V3958,0.08
V3959,0.25
V3960,0.04
V3961,0.47
V3962,0.32
V3963,0.14
V3964,0.11
V3965,0.15
V3966,0.12
V3967,0.33
V3968,0.27
V3969,0.3
V3970,0.21
V3971,0.33
V3972,0.22
V3973,0.11
V3974,0.26
V3975,0.33
V3976,0.14
V3977,0.29
V3978,0.14
V3979,0.11
V3980,0.79
V3981,0.82
V3982,0.33
V3983,0.79
V3984,0.11
V3985,0.23
V3986,0.03
V3987,0.19
V3988,0.99
V3989,0.4
V3990,0.19
V3991,0.11
V3992,0.38
V3993,0.34
V3994,0.4
V3995,0.23
V3996,0.26
V3997,0.21
V3998,0.4
V3999,0.16
V4000,0.18
V4001,0.04
V4002,0.12
V4003,0.38
V4004,0.36
V4005,0.03
V4006,0.25
V4007,0.34
V4008,0.32
V4009,0.26
V4010,0.64
V4011,0.12
V4012,0.22
V4013,0.12
V4014,0.18
V4015,0.37
V4016,0.15
V4017,0.33
V4018,0.4
V4019,0.82
V4020,0.79
V4021,0.77
V4022,0.03
V4023,0.79
V4024,0.14
V4025,0.25
V4026,0.26
V4027,0.07
V4028,0.04
V4029,0.25
V4030,0.05
V4031,0.4
V4032,0.41
V4033,0.36
V4034,0.05
V4035,0.34
V4036,0.14
V4037,0.33
V4038,0.4
V4039,0.38
V4040,0.29
V4041,0.4
V4042,0.07
V4043,0.32
V4044,0.14
V4045,0.32
V4046,0.18
V4047,0.16
V4048,0.4
V4049,0.16
V4050,0.25
V4051,0.36
V4052,0.08
V4053,0.79
V4054,0.16
V4055,0.22
V4056,0.38
V4057,0.07
V4058,0.33
V4059,0
V4060,0.88
V4061,0.27
V4062,0.25
V4063,0.26
V4064,0.29
V4065,0.07
V4066,0.36
V4067,0.04
V4068,0.15
V4069,0.82
V4070,0.18
V4071,0.26
V4072,0.21
V4073,0.37
V4074,0.12
V4075,0.14
V4076,0.37
V4077,0.92
V4078,0.3
V4079,0.07
V4080,0.22
V4081,0.27
V4082,0.08
V4083,0.34
V4084,0.38
V4085,0.16
V4086,0.85
V4087,0.03
V4088,0.34
V4089,0.4
V4090,0.33
V4091,0.36
V4092,0.15
V4093,0.12
V4094,0.25
V4095,0.42
V4096,0.25
V4097,0.41
V4098,0.11
V4099,0.25
V4100,0.16
V4101,0.88
V4102,0.16
V4103,0.89
V4104,0.34
V4105,0.34
V4106,0.05
V4107,0.21
V4108,0.82
V4109,0.95
V4110,0.82
V4111,0.55
V4112,0.16
V4113,0.11
V4114,0.34
V4115,0.95
V4116,0.38
V4117,0.38
V4118,0.12
V4119,0.36
V4120,0.22
V4121,0.81
V4122,0.11
V4123,0.27
V4124,0.4
V4125,0.08
V4126,0.11
V4127,0.14
V4128,0.3
V4129,0.79
V4130,0.18
V4131,0.14
V4132,0.88
V4133,0.26
V4134,0.15
V4135,0.4
V4136,0.08
V4137,0.19
V4138,0.11
V4139,0.33
V4140,0.15
V4141,0.37
V4142,0.84
V4143,0.4
V4144,0.38
V4145,0.04
V4146,0.32
V4147,0.34
V4148,0.92
V4149,0.38
V4150,0.15
V4151,0.9
V4152,0.1
V4153,0.07
V4154,0.79
V4155,0.26
V4156,0.81
V4157,0.79
V4158,0.99
V4159,0.16
V4160,0.4
V4161,0.37
V4162,0.15
V4163,0.4
V4164,0.36
V4165,0.84
V4166,0.16
V4167,0.26
V4168,0.33
V4169,0.79
V4170,0.37
V4171,0.04
V4172,0.38
V4173,0.25
V4174,0.23
V4175,0.82
V4176,0.07
V4177,0.11
V4178,0.05
V4179,0.84
V4180,0.05
V4181,0.25
V4182,0.36
V4183,0.15
V4184,0.05
V4185,0.19
V4186,0.21
V4187,0.05
V4188,0.21
V4189,0.08
V4190,0.16
V4191,0.82
V4192,0
V4193,0.32
V4194,0.36
V4195,0.29
V4196,0.1
V4197,0.08
V4198,0.27
V4199,0.36
V4200,0.23
V4201,0.07
V4202,0.96
V4203,0.37
V4204,0.88
V4205,0.19
V4206,0.23
V4207,0.19
V4208,0.36
V4209,0.4
V4210,0.1
V4211,0.36
V4212,0.84
V4213,0.29
V4214,0.07
V4215,0.36
V4216,0.3
V4217,0.25
V4218,0.84
V4219,0.3
V4220,0.18
V4221,0.12
V4222,0.84
V4223,0.14
V4224,0.11
V4225,0.82
V4226,0.16
V4227,0.34
V4228,0.26
V4229,0.05
V4230,0.86
V4231,0.85
V4232,0.07
V4233,0.85
V4234,0.22
V4235,0.16
V4236,0.75
V4237,0.1
V4238,0.38
V4239,0.16
V4240,0.32
V4241,0.18
V4242,0.36
V4243,0.1
V4244,0.78
V4245,0.32
V4246,0.19
V4247,0.36
V4248,0
V4249,0.22
V4250,0.25
V4251,0.3
V4252,0.84
V4253,0.4
V4254,0.36
V4255,0.9
V4256,0.3
V4257,0.38
V4258,0.41
V4259,0.4
V4260,0.4
V4261,0.81
V4262,0.29
V4263,0.07
V4264,0.9
V4265,0.33
V4266,0.26
V4267,0.16
V4268,0.08
V4269,0.14
V4270,0.05
V4271,0.14
V4272,0.4
V4273,0.23
V4274,0.23
V4275,0.4
V4276,0.81
V4277,0.81
V4278,0.22
V4279,0.79
V4280,0.37
V4281,0.88
V4282,0.18
V4283,0.92
V4284,0.27
V4285,0.21
V4286,0.77
V4287,0.33
V4288,0.36
V4289,0.38
V4290,0.89
V4291,0.27
V4292,0.81
V4293,0.1
V4294,0.12
V4295,0.38
V4296,0.26
V4297,0.4
V4298,0.05
V4299,0.29
V4300,0.15
V4301,0.82
V4302,0.05
V4303,0.11
V4304,0.81
V4305,0.36
V4306,0.12
V4307,0.16
V4308,0.19
V4309,0.15
V4310,0.84
V4311,0.16
V4312,0.47
V4313,0.23
V4314,0.79
V4315,0.25
V4316,0.15
V4317,0.14
V4318,0.34
V4319,0.22
V4320,0.15
V4321,0.47
V4322,0.27
V4323,0.32
V4324,0.15
V4325,0.95
V4326,0.26
V4327,0.1
V4328,0.15
V4329,0.86
V4330,0.18
V4331,0.26
V4332,0.36
V4333,0.1
V4334,0.4
V4335,0.12
V4336,0.15
V4337,0.79
V4338,0.34
V4339,0.11
V4340,0.19
V4341,0.18
V4342,0.25
V4343,0.12
V4344,0.34
V4345,0.4
V4346,0.27
V4347,0.15
V4348,0.08
V4349,0.23
V4350,0.1
V4351,0.1
V4352,0.34
V4353,0.26
V4354,0.14
V4355,0.32
V4356,0.81
V4357,0.21
V4358,0.26
V4359,0.23
V4360,0.08
V4361,0.04
V4362,0.36
V4363,0.15
V4364,0.11
V4365,0.08
V4366,0.32
V4367,0.7
V4368,0.34
V4369,0.29
V4370,0.3
V4371,0.23
V4372,0.11
V4373,0.79
V4374,0.21
V4375,0.08
V4376,0.12
V4377,0.38
V4378,0.19
V4379,0.4
V4380,0.07
V4381,0.04
V4382,0.88
V4383,0.44
V4384,0.37
V4385,0.27
V4386,0.08
V4387,0.36
V4388,0.11
V4389,0.18
V4390,0.84
V4391,0.33
V4392,0.37
V4393,0.79
V4394,0.14
V4395,0.1
V4396,0.27
V4397,0.34
V4398,0.12
V4399,0.86
V4400,0.14
V4401,0.3
V4402,0.81
V4403,0.29
V4404,0.3
V4405,0.4
V4406,0.1
V4407,0.19
V4408,0.37
V4409,0.36
V4410,0.38
V4411,0.82
V4412,0.33
V4413,0.18
V4414,0.86
V4415,0.1
V4416,0.79
V4417,0.29
V4418,0.25
V4419,0.18
V4420,0.08
V4421,0.15
V4422,0.38
V4423,0.4
V4424,0.32
V4425,0.05
V4426,0.18
V4427,0.29
V4428,0.37
V4429,0.4
V4430,0.93
V4431,0.15
V4432,0.25
V4433,0.08
V4434,0.34
V4435,0.26
V4436,0.3
V4437,0.25
V4438,0.4
V4439,0.85
V4440,0.21
V4441,0.21
V4442,0.25
V4443,0.05
V4444,0.36
V4445,0.79
V4446,0.14
V4447,0.18
V4448,0.4
V4449,0.03
V4450,0.33
V4451,0.22
V4452,0.18
V4453,0.27
V4454,0.14
V4455,0.07
V4456,0.21
V4457,0.1
V4458,0.34
V4459,0.99
V4460,0.01
V4461,0.84
V4462,0.4
V4463,0.25
V4464,0.36
V4465,0.34
V4466,0.36
V4467,0.86
V4468,0.32
V4469,0.4
V4470,0.07
V4471,0.19
V4472,0.27
V4473,0.37
V4474,0.99
V4475,0.08
V4476,0.4
V4477,0.27
V4478,0.38
V4479,0.29
V4480,0.58
V4481,0.82
V4482,0.86
V4483,0.14
V4484,0.82
V4485,0.41
V4486,0.21
V4487,0.08
V4488,0.07
V4489,0.36
V4490,0.38
V4491,0.32
V4492,0.79
V4493,0.16
V4494,0.37
V4495,0.97
V4496,0.4
V4497,0.81
V4498,0.1
V4499,0.19
V4500,0.34
V4501,0.23
V4502,0.89
V4503,0.33
V4504,0.41
V4505,0.03
V4506,0.3
V4507,0.08
V4508,0.18
V4509,0.42
V4510,0.21
V4511,0.88
V4512,0.32
V4513,0.07
V4514,0.3
V4515,0.34
V4516,0.26
V4517,0.26
V4518,0.32
V4519,0.32
V4520,0.12
V4521,0.63
V4522,0.33
V4523,0.34
V4524,0.38
V4525,0.29
V4526,0.4
V4527,0.21
V4528,0.37
V4529,0.81
V4530,0.4
V4531,0.18
V4532,0.29
V4533,0.79
V4534,0.03
V4535,0.41
V4536,0.03
V4537,0.18
V4538,0.34
V4539,0.18
V4540,0.34
V4541,0.86
V4542,0.15
V4543,0.4
V4544,0.32
V4545,0.04
V4546,0.11
V4547,0.05
V4548,0.01
V4549,0.37
V4550,0.81
V4551,0.12
V4552,0.79
V4553,0.19
V4554,0.32
V4555,0.88
V4556,0.38
V4557,0.33
V4558,0.26
V4559,0.15
V4560,0.18
V4561,0.41
V4562,0.29
V4563,0.4
V4564,0.53
V4565,0.19
V4566,0.29
V4567,0.36
V4568,0.3
V4569,0.9
V4570,0.23
V4571,0.29
V4572,0.41
V4573,0.36
V4574,0.3
V4575,0.26
V4576,0.4
V4577,0.1
V4578,0.3
V4579,0.3
V4580,0.79
V4581,0.84
V4582,0.33
V4583,0.01
V4584,0.41
V4585,0.4
V4586,0.27
V4587,0.99
V4588,0.27
V4589,0.85
V4590,0.82
V4591,0.79
V4592,0.32
V4593,0.22
V4594,0.82
V4595,0.42
V4596,0.81
V4597,0.27
V4598,0.11
V4599,0.1
V4600,0.05
V4601,0.08
V4602,0.82
V4603,0.86
V4604,0.1
V4605,0.21
V4606,0.16
V4607,0.27
V4608,0.81
V4609,0.33
V4610,0.37
V4611,0.1
V4612,0.34
V4613,0.21
V4614,0.4
V4615,0.11
V4616,0.07
V4617,0.12
V4618,0.25
V4619,0.16
V4620,0.05
V4621,0.3
V4622,0.15
V4623,0.82
V4624,0.36
V4625,0.38
V4626,0.37
V4627,0.18
V4628,0.32
V4629,0.22
V4630,0.14
V4631,0.33
V4632,0.86
V4633,0.18
V4634,0.01
V4635,0.16
V4636,0.79
V4637,0.19
V4638,0.01
V4639,0.11
V4640,0.11
V4641,0.04
V4642,0.29
V4643,0.37
V4644,0.3
V4645,0.11
V4646,0.38
V4647,0.21
V4648,0.19
V4649,0.08
V4650,0.38
V4651,0.36
V4652,0.89
V4653,0.89
V4654,0.11
V4655,0.37
V4656,0.26
V4657,0.33
V4658,0.23
V4659,0.37
V4660,0.1
V4661,0.27
V4662,0.21
V4663,0.84
V4664,0.16
V4665,0.1
V4666,0.19
V4667,0.37
V4668,0.32
V4669,0.34
V4670,0.04
V4671,0.1
V4672,0.29
V4673,0.34
V4674,0.05
V4675,0.25
V4676,0.32
V4677,0.32
V4678,0.11
V4679,0.22
V4680,0.08
V4681,0.29
V4682,0.32
V4683,0.16
V4684,0.23
V4685,0.41
V4686,0.15
V4687,0.26
V4688,0.14
V4689,0.15
V4690,0.14
V4691,0.89
V4692,0.14
V4693,0.81
V4694,0.88
V4695,0.4
V4696,0.14
V4697,0.29
V4698,0.45
V4699,0.18
V4700,0.88
V4701,0.86
V4702,0.37
V4703,0.19
V4704,0.01
V4705,0.29
V4706,0.26
V4707,0.78
V4708,0.32
V4709,0.26
V4710,0.07
V4711,0.26
V4712,0.38
V4713,0.33
V4714,0.36
V4715,0.29
V4716,0.34
V4717,0.04
V4718,0.11
V4719,0.22
V4720,0.29
V4721,0.25
V4722,0.05
V4723,0.34
V4724,0.05
V4725,0.93
V4726,0.16
V4727,0.32
V4728,0.21
V4729,0.23
V4730,0.34
V4731,0.38
V4732,0.07
V4733,0.03
V4734,0.23
V4735,0.85
V4736,0.38
V4737,0.27
V4738,0.81
V4739,0.32
V4740,0.18
V4741,0.36
V4742,0.15
V4743,0.27
V4744,0.38
V4745,0.15
V4746,0.33
V4747,0.22
V4748,0.3
V4749,0.99
V4750,0.23
V4751,0.3
V4752,0.11
V4753,0.26
V4754,0.82
V4755,0.37
V4756,0.07
V4757,0.25
V4758,0.15
V4759,0.07
V4760,0.79
V4761,0.1
V4762,0.04
V4763,0.36
V4764,0.07
V4765,0.85
V4766,0.37
V4767,0.34
V4768,0.33
V4769,0.3
V4770,0.1
V4771,0.12
V4772,0.25
V4773,0.1
V4774,0.32
V4775,0.08
V4776,0.25
V4777,0.38
V4778,0.16
V4779,0.22
V4780,0.22
V4781,0.04
V4782,0.08
V4783,0.07
V4784,0.04
V4785,0.27
V4786,0.08
V4787,0.79
V4788,0.22
V4789,0.16
V4790,0.26
V4791,0.07
V4792,0.81
V4793,0.12
V4794,0.21
V4795,0.84
V4796,0.58
V4797,0.05
V4798,0.38
V4799,0.12
V4800,0.22
V4801,0.07
V4802,0.34
V4803,0.85
V4804,0.82
V4805,0
V4806,0.1
V4807,0.3
V4808,0.36
V4809,0.3
V4810,0.82
V4811,0.25
V4812,0.4
V4813,0.29
V4814,0.89
V4815,0.79
V4816,0.22
V4817,0.05
V4818,0.82
V4819,0.77
V4820,0.82
V4821,0.03
V4822,0.79
V4823,0.11
V4824,0.3
V4825,0.37
V4826,0.36
V4827,0.36
V4828,0.32
V4829,0.34
V4830,0.08
V4831,0.36
V4832,0.34
V4833,0.36
V4834,0.29
V4835,0.05
V4836,0.4
V4837,0.42
V4838,0.21
V4839,0.3
V4840,0.1
V4841,0.04
V4842,0.81
V4843,0.22
V4844,0.79
V4845,0.05
V4846,0.79
V4847,0.36
V4848,0.9
V4849,0.3
V4850,0.34
V4851,0.26
V4852,0.19
V4853,0.16
V4854,0.12
V4855,0.25
V4856,0.4
V4857,0.97
V4858,0.22
V4859,0.41
V4860,0.23
V4861,0.11
V4862,0.4
V4863,0.11
V4864,0.12
V4865,0.12
V4866,0.04
V4867,0.22
V4868,0.29
V4869,0.33
V4870,0.27
V4871,0.27
V4872,0.38
V4873,0.25
V4874,0.26
V4875,0.15
V4876,0.79
V4877,0.18
V4878,0.08
V4879,0.05
V4880,0.16
V4881,0.38
V4882,0.29
V4883,0.29
V4884,0.41
V4885,0.12
V4886,0.14
V4887,0.38
V4888,0.33
V4889,0.37
V4890,0.21
V4891,0.07
V4892,0.38
V4893,0.36
V4894,0.36
V4895,0.16
V4896,0.79
V4897,0.04
V4898,0.89
V4899,0.38
V4900,0.26
V4901,0.32
V4902,0.32
V4903,0.25
V4904,0.44
V4905,0.32
V4906,0.11
V4907,0.11
V4908,0.32
V4909,0.08
V4910,0.4
V4911,0.3
V4912,0.16
V4913,0.1
V4914,0.86
V4915,0.32
V4916,0.18
V4917,0.32
V4918,0.78
V4919,0.32
V4920,0.07
V4921,0.04
V4922,0.32
V4923,0.16
V4924,0.05
V4925,0.29
V4926,0.84
V4927,0.18
V4928,0.33
V4929,0.07
V4930,0.1
V4931,0.27
V4932,0.1
V4933,0.3
V4934,0.82
V4935,0.22
V4936,0.23
V4937,0.12
V4938,0.36
V4939,0.34
V4940,0.14
V4941,0.81
V4942,0.44
V4943,0.23
V4944,0.81
V4945,0.26
V4946,0.25
V4947,0.88
V4948,0.7
V4949,0.15
V4950,0.07
V4951,0.81
V4952,0.32
V4953,0.03
V4954,0.36
V4955,0.27
V4956,0.33
V4957,0.3
V4958,0.79
V4959,0.01
V4960,0.82
V4961,0.27
V4962,0.19
V4963,0.33
V4964,0.32
V4965,0.84
V4966,0.18
V4967,0.15
V4968,0.38
V4969,0.23
V4970,0.27
V4971,0.14
V4972,0.82
V4973,0.15
V4974,0.21
V4975,0.27
V4976,0.79
V4977,0.4
V4978,0.11
V4979,0.79
V4980,0.26
V4981,0.37
V4982,0.25
V4983,0.19
V4984,0.05
V4985,0.4
V4986,0.25
V4987,0.38
V4988,0.1
V4989,0.41
V4990,0.79
V4991,0.05
V4992,0
V4993,0.4
V4994,0.1
V4995,0.4
V4996,0.07
V4997,0.22
V4998,0.34
V4999,0.4
V5000,0.25
V5001,0.1
V5002,0.34
V5003,0.27
V5004,0.21
V5005,0.23
V5006,0.11
V5007,0.33
V5008,0.25
V5009,0.38
V5010,0.22
V5011,0.36
V5012,0.14
V5013,0.27
V5014,0.81
V5015,0.23
V5016,0.38
V5017,0.19
V5018,0.19
V5019,0.14
V5020,0.79
V5021,0.03
V5022,0.14
V5023,0.32
V5024,0.23
V5025,0.16
V5026,0.19
V5027,0.04
V5028,0.79
V5029,0.86
V5030,0.05
V5031,0.18
V5032,0.34
V5033,0.29
V5034,0.15
V5035,0.08
V5036,0.32
V5037,0.34
V5038,0.16
V5039,0.32
V5040,0.14
V5041,0.26
V5042,0.15
V5043,0.3
V5044,0.03
V5045,0.93
V5046,0.34
V5047,0.4
V5048,0.26
V5049,0.25
V5050,0.82
V5051,0.27
V5052,0.37
V5053,0.79
V5054,0.1
V5055,0.86
V5056,0.34
V5057,0.85
V5058,0.79
V5059,0.33
V5060,0.08
V5061,0.37
V5062,0.15
V5063,0.3
V5064,0.22
V5065,0.22
V5066,0.79
V5067,0.07
V5068,0.37
V5069,0.05
V5070,0.32
V5071,0.32
V5072,0.07
V5073,0.03
V5074,0.3
V5075,0.08
V5076,0.34
V5077,0.3
V5078,0.34
V5079,0.27
V5080,0.81
V5081,0.15
V5082,0.08
V5083,0.1
V5084,0.23
V5085,0.81
V5086,0.05
V5087,0.26
V5088,0.15
V5089,0.22
V5090,0.29
V5091,0.26
V5092,0.12
V5093,0.79
V5094,0.15
V5095,0.4
V5096,0.29
V5097,0.82
V5098,0.37
V5099,0.15
V5100,0.86
V5101,0.37
V5102,0.26
V5103,0.1
V5104,0.01
V5105,0.21
V5106,0.37
V5107,0.16
V5108,0.23
V5109,0.23
V5110,0.18
V5111,0.1
V5112,0.03
V5113,0.27
V5114,0.03
V5115,0.44
V5116,0.23
V5117,0.08
V5118,0.22
V5119,0.3
V5120,0
V5121,0.93
V5122,0.29
V5123,0.29
V5124,0.21
V5125,0.3
V5126,0.27
V5127,0.96
V5128,0.4
V5129,0.79
V5130,0.18
V5131,0.14
V5132,0.21
V5133,0.38
V5134,0.16
V5135,0.21
V5136,0.05
V5137,0.84
V5138,0.32
V5139,0.86
V5140,0.03
V5141,0.38
V5142,0.05
V5143,0.3
V5144,0.18
V5145,0.37
V5146,0.86
V5147,0.33
V5148,0.32
V5149,0.32
V5150,0.78
V5151,0.16
V5152,0.04
V5153,0.04
V5154,0.22
V5155,0.16
V5156,0.08
V5157,0.27
V5158,0.34
V5159,0.36
V5160,0.26
V5161,0.12
V5162,0.12
V5163,0.36
V5164,0.81
V5165,0.07
V5166,0.27
V5167,0.32
V5168,0.97
V5169,0.08
V5170,0.19
V5171,0.81
V5172,0.26
V5173,0.22
V5174,0.37
V5175,0.21
V5176,0.81
V5177,0.85
V5178,0.22
V5179,0.38
V5180,0.18
V5181,0.16
V5182,0.89
V5183,0.4
V5184,0.33
V5185,0.4
V5186,0.25
V5187,0.27
V5188,0.33
V5189,0.29
V5190,0.79
V5191,0.23
V5192,0.3
V5193,0.37
V5194,0.15
V5195,0.22
V5196,0.12
V5197,0.86
V5198,0.14
V5199,0.3
V5200,0.4
V5201,0.86
V5202,0.88
V5203,0.03
V5204,0.82
V5205,0.05
V5206,0.79
V5207,0.1
V5208,0.12
V5209,0.41
V5210,0.33
V5211,0.32
V5212,0.25
V5213,0.21
V5214,0.3
V5215,0.26
V5216,0.29
V5217,0.07
V5218,0.12
V5219,0.14
V5220,0.23
V5221,0.12
V5222,0.18
V5223,0.51
V5224,0.26
V5225,0.29
V5226,0.85
V5227,0.37
V5228,0.29
V5229,0.12
V5230,0.34
V5231,0.16
V5232,0.74
V5233,0.34
V5234,0.22
V5235,0.92
V5236,0.23
V5237,0.36
V5238,0.29
V5239,0.29
V5240,0.22
V5241,0.11
V5242,0.37
V5243,0.82
V5244,0.33
V5245,0.26
V5246,0.23
V5247,0.18
V5248,0.22
V5249,0.11
V5250,0.3
V5251,0.73
V5252,0.23
V5253,0.33
V5254,0.07
V5255,0.07
V5256,0.27
V5257,0.27
V5258,0.04
V5259,0.22
V5260,0.22
V5261,0.08
V5262,0.85
V5263,0.16
V5264,0.38
V5265,0.26
V5266,0.82
V5267,0.36
V5268,0.07
V5269,0.37
V5270,0.16
V5271,0.1
V5272,0.14
V5273,0.15
V5274,0.36
V5275,0.16
V5276,0.05
V5277,0.26
V5278,0.22
V5279,0.05
V5280,0.82
V5281,0.14
V5282,0.3
V5283,0.86
V5284,0.04
V5285,0.03
V5286,0.21
V5287,0.84
V5288,0.22
V5289,0.16
V5290,0.11
V5291,0.3
V5292,0.88
V5293,0.82
V5294,0.3
V5295,0.78
V5296,0.29
V5297,0.3
V5298,0.26
V5299,0.85
V5300,0.3
V5301,0.85
V5302,0.27
V5303,0.07
V5304,0.21
V5305,0.37
V5306,0.27
V5307,0.05
V5308,0.63
V5309,0.81
V5310,0.37
V5311,0.82
V5312,0.26
V5313,0.07
V5314,0.08
V5315,0.4
V5316,0.23
V5317,0.12
V5318,0.33
V5319,0.3
V5320,0.07
V5321,0.3
V5322,0.05
V5323,0.23
V5324,0.19
V5325,0.05
V5326,0.11
V5327,0.14
V5328,0.4
V5329,0.21
V5330,0.79
V5331,0.79
V5332,0.14
V5333,0.15
V5334,0.26
V5335,0.27
V5336,0.27
V5337,0.38
V5338,0.36
V5339,0.34
V5340,0.14
V5341,0.33
V5342,0.04
V5343,0.4
V5344,0.07
V5345,0.32
V5346,0.22
V5347,0.79
V5348,0.25
V5349,0.38
V5350,0.19
V5351,0.41
V5352,0.89
V5353,0.38
V5354,0.37
V5355,0.32
V5356,0.04
V5357,0.33
V5358,0.14
V5359,0.27
V5360,0.32
V5361,0.3
V5362,0.22
V5363,0.07
V5364,0.93
V5365,0.33
V5366,0.33
V5367,0.05
V5368,0.07
V5369,0.37
V5370,0.19
V5371,0.32
V5372,0.79
V5373,0.16
V5374,0.16
